(2045, ((('cue', (0.15629028943752063, 1.5133860269969597)), ('red', (0.7100226073337639, 1.4155459688536118)), ('blue', (0.48014680012785127, 0.7034229265211279)), ('yellow', (0.322401522946168, 1.2592854146315007))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(11806, ((('cue', (0.7322826571223364, 1.3493914314393458)), ('red', (0.7099334106261898, 0.9845612119964893)), ('blue', (0.664781018791776, 1.683222136490952)), ('yellow', (0.5527149383021752, 0.7395093599886391))), 'pot yellow ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6226, ((('cue', (0.6565827578648106, 0.825305994144167)), ('yellow', (0.1357610115723009, 0.37177756805944784)), ('red', (0.9304427239771708, 1.1179418956627691)), ('blue', (0.7263756640813385, 0.825361518071028))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2300, ((('cue', (0.6204351852884851, 0.418599495410784)), ('red', (0.49032077805360774, 0.8759984218017357)), ('yellow', (0.27233013092480435, 0.8003174038442477)), ('blue', (0.063217368011175, 1.4034454057029147))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 2 / 10 = 0.2
(6258, ((('cue', (0.6531200193759554, 0.15269905759169855)), ('red', (0.12994592329462934, 1.6570615329003968)), ('yellow', (0.4989677880527854, 0.19622057043546243)), ('blue', (0.08733577752581587, 0.7053734085793921))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(9929, ((('cue', (0.5696282036233844, 0.2173519944070876)), ('red', (0.5124285081663127, 0.6251918167251165)), ('yellow', (0.8006891774034782, 1.9315430442923873)), ('blue', (0.42058248100739093, 1.030043458658441))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(10942, ((('cue', (0.36562263062006495, 0.21255712932948329)), ('blue', (0.5416408185280789, 0.4919607469075796)), ('red', (0.39870027731397106, 0.1628335327693242)), ('yellow', (0.18803188228440001, 1.2292015049105696))), 'pot red ball into bottom_right pocket directly')), Success Rate: 0 / 10 = 0.0
(7959, ((('cue', (0.23564012616233748, 0.8515289810484963)), ('blue', (0.49815863624361845, 1.0264192608550478)), ('yellow', (0.7971440395545689, 0.3481345886251753)), ('red', (0.5604775194675197, 0.8347357517910661))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(12785, ((('cue', (0.7164423437054125, 1.5836073701974647)), ('red', (0.8666493329983416, 0.7275660448036424)), ('blue', (0.47052679749131854, 1.7784024251583883)), ('yellow', (0.7618013678492744, 1.724209110420331))), 'pot yellow ball into top_right pocket directly')), Success Rate: 10 / 10 = 1.0
(859, ((('cue', (0.5247907014102753, 1.1480494621726491)), ('red', (0.19214476425991678, 1.7229385028766033)), ('blue', (0.3805322923154224, 0.1759270183524799)), ('yellow', (0.18559019312623065, 0.8935635538952673))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(897, ((('cue', (0.44413641653065583, 1.4411831850095775)), ('blue', (0.05323952804809555, 0.35174810310545945)), ('yellow', (0.8820696480120055, 0.7429254674110319)), ('red', (0.18924465393733675, 0.35074218380541367))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(12616, ((('cue', (0.7685348589909708, 1.8394363299785785)), ('blue', (0.6864292450545187, 1.2921568126629386)), ('yellow', (0.253154562697325, 1.5012113525990185)), ('red', (0.04638914798970262, 0.0430178434645446))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(12290, ((('cue', (0.31783942271694354, 0.32692115215944917)), ('blue', (0.13383467789451026, 0.08818394064074457)), ('yellow', (0.5603808961709937, 1.0052432182562496)), ('red', (0.9437341220023425, 1.362447857848336))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(11735, ((('cue', (0.28483473064487164, 0.6085560605463571)), ('blue', (0.6836017367551595, 0.9665296750397816)), ('red', (0.05509611615565866, 1.271663757941072)), ('yellow', (0.33119896204415467, 0.4378330084987959))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(13006, ((('cue', (0.3965329256827296, 1.2548880230604866)), ('yellow', (0.15962330569910127, 0.8042044912252666)), ('red', (0.8689020887043003, 1.079688280136563)), ('blue', (0.5108523317463444, 0.21249424848572035))), 'pot red ball into middle_left pocket indirectly')), Success Rate: 10 / 10 = 1.0
(3484, ((('cue', (0.24708424219325237, 1.0186628656359047)), ('blue', (0.51084516315229, 1.340898408189422)), ('yellow', (0.1755925525452726, 1.763165799049422)), ('red', (0.09145186140628028, 0.6273389829880078))), 'pot red ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(9774, ((('cue', (0.07371254345024611, 1.7430797220043723)), ('yellow', (0.12276077878691256, 0.7033864894270601)), ('red', (0.6267047503308837, 0.5509128671186223)), ('blue', (0.6454464264560723, 0.9968047886716582))), 'pot yellow ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2372, ((('cue', (0.790062056332193, 1.7658742617267555)), ('red', (0.8449380780089691, 0.688824066377818)), ('yellow', (0.619858239704787, 1.4492917610895586)), ('blue', (0.4669508660171279, 0.6487220774710997))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(9542, ((('cue', (0.3118756491461804, 1.0938563470528595)), ('red', (0.2191363000372743, 0.346686181118241)), ('yellow', (0.4987915644491121, 0.4541193735156669)), ('blue', (0.6936200050631757, 0.7045391894145772))), 'pot yellow ball into bottom_right pocket directly')), Success Rate: 9 / 10 = 0.9
(2973, ((('cue', (0.6971569389067528, 1.1432731717323261)), ('red', (0.4879219166937684, 1.2884292164626925)), ('yellow', (0.4540253926697554, 1.8549625286684832)), ('blue', (0.045173440339903184, 0.5353875366925152))), 'pot blue ball into bottom_left pocket directly')), Success Rate: 2 / 10 = 0.2
(3247, ((('cue', (0.2766131735876217, 0.4737391729960244)), ('yellow', (0.878192370945998, 1.0208123489283678)), ('red', (0.4293056964449954, 1.0480119855149979)), ('blue', (0.2321855004111276, 0.9984312124531003))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(2873, ((('cue', (0.2730194477073469, 1.366568349435316)), ('red', (0.713013605950763, 1.1067441657664467)), ('yellow', (0.2912418951017398, 1.5327437613297588)), ('blue', (0.20965066316689734, 1.812827030048257))), 'pot yellow ball into middle_right pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(4633, ((('cue', (0.7086220894118834, 1.2431645880885287)), ('blue', (0.502447483994052, 0.928489767235787)), ('red', (0.497178497317625, 1.4043464027775814)), ('yellow', (0.5808142635786069, 0.36823223327150967))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2638, ((('cue', (0.8691271244756995, 0.4282779246862852)), ('red', (0.3414510292057583, 1.351497222677883)), ('blue', (0.3130167718027981, 1.114396869611462)), ('yellow', (0.8716625820636171, 0.7168410589892678))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(2719, ((('cue', (0.5017060382714585, 0.7372797495754194)), ('yellow', (0.2800889635016456, 1.7986164423285915)), ('blue', (0.3050166186451071, 0.941359846924472)), ('red', (0.48115168356197335, 0.37462765639630224))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 1 / 10 = 0.1
(8763, ((('cue', (0.9097463614924245, 0.9143352676318209)), ('yellow', (0.928483652546645, 1.824321898290513)), ('red', (0.7546818005124593, 1.9005100019569576)), ('blue', (0.8049858643783225, 1.4465609062343925))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2480, ((('cue', (0.6835298916583958, 1.3450716774762879)), ('blue', (0.8015984955135138, 1.7456836627180954)), ('red', (0.6814548446576336, 1.1104182733753627)), ('yellow', (0.16930623999516342, 1.421069593739016))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(3353, ((('cue', (0.7086356989943868, 0.4982542732869951)), ('red', (0.8798426984520387, 0.8859060911442872)), ('yellow', (0.3294966837795965, 1.005101590399527)), ('blue', (0.1922191246728761, 0.24249157712595376))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(8524, ((('cue', (0.21168202361526714, 1.0870959884712754)), ('yellow', (0.3623517410842957, 0.8864838966662496)), ('red', (0.7292618656720771, 1.9074170846425493)), ('blue', (0.159756532370029, 1.7933925807267086))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(571, ((('cue', (0.467719182628467, 0.3123773286441589)), ('blue', (0.6022028450270239, 0.7550040897617213)), ('yellow', (0.07638314345675044, 0.3613654743723995)), ('red', (0.4348581464299962, 1.1772118175879844))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 5 / 10 = 0.5
(6344, ((('cue', (0.4122986687455974, 0.17271751495534113)), ('red', (0.9282415691712359, 1.105172492491401)), ('blue', (0.8551667185411789, 1.4406570373064755)), ('yellow', (0.7925151917558018, 0.8975037457719997))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7743, ((('cue', (0.9192233841554981, 0.8988064479190281)), ('yellow', (0.521607548273047, 1.1457994134734328)), ('blue', (0.7181459295114488, 0.7449361260421864)), ('red', (0.6496417759785909, 0.3364989681859707))), 'pot red ball into middle_left pocket with a bank shot')), Success Rate: 6 / 10 = 0.6
(9908, ((('cue', (0.3399402198547322, 0.46496117301716533)), ('red', (0.6411430461130453, 0.3685612183293747)), ('yellow', (0.34697060693563786, 1.8697881299439534)), ('blue', (0.16225488743529137, 0.7337730866185094))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(12553, ((('cue', (0.6021309198002667, 1.1572846447983536)), ('blue', (0.36779934078946774, 0.42703815049156657)), ('yellow', (0.215375340178226, 1.672469901341564)), ('red', (0.5331159446568624, 1.8920573426589398))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 4 / 10 = 0.4
(1578, ((('cue', (0.9092839781002738, 0.08458300691990202)), ('blue', (0.7874318352758575, 0.600268789537464)), ('yellow', (0.3393227631932383, 1.0160845756230357)), ('red', (0.44573860739061066, 0.41968241215133484))), 'pot blue ball into middle_right pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(4137, ((('cue', (0.5471842085120121, 1.1131139692996022)), ('blue', (0.48842757729660813, 0.41407368479104323)), ('yellow', (0.8301318462080465, 1.114010018970973)), ('red', (0.602393330240749, 1.4309474900747472))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 7 / 10 = 0.7
(639, ((('cue', (0.8591432231129368, 0.23840329696448723)), ('yellow', (0.1639911667740705, 1.5902193553323634)), ('red', (0.921276920007783, 1.2947725099776535)), ('blue', (0.4543073226030998, 0.8333836714104856))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 8 / 10 = 0.8
(7292, ((('cue', (0.32742003962192945, 1.9056827618005892)), ('red', (0.6694912909348067, 0.633907081565977)), ('blue', (0.23864847978105197, 0.10548967817125546)), ('yellow', (0.14202494829125734, 1.0092884207098427))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(6917, ((('cue', (0.09878785429018808, 0.4641084683990061)), ('red', (0.6299149630135488, 1.285490496872774)), ('blue', (0.8817674695312174, 1.2650206202144307)), ('yellow', (0.560191998695948, 1.3563342562898721))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7384, ((('cue', (0.40884617734119155, 1.0027018688935876)), ('blue', (0.29219661940698793, 1.1844217573562852)), ('red', (0.7270977374541278, 1.1086856742662585)), ('yellow', (0.15502624583491587, 0.8269869725155964))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(11664, ((('cue', (0.661925004630107, 0.4733254092009309)), ('red', (0.34855837289152314, 1.1834302059418365)), ('yellow', (0.21204057236377535, 1.1831911770324566)), ('blue', (0.932365539250093, 1.9182077283450227))), 'pot red ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(6195, ((('cue', (0.4621215739892104, 0.5807863262819133)), ('blue', (0.46480134043532606, 0.3202096102325781)), ('red', (0.05897472652661144, 1.4510991888338534)), ('yellow', (0.3558076722509528, 1.7972082965414315))), 'pot red ball into top_left pocket indirectly')), Success Rate: 8 / 10 = 0.8
(7439, ((('cue', (0.9007172402047654, 1.6172480583217788)), ('yellow', (0.7824467732569781, 1.7761478722800563)), ('red', (0.823093167485922, 1.28953581224188)), ('blue', (0.6687557845884184, 0.10148315345476566))), 'pot red ball into top_right pocket indirectly')), Success Rate: 1 / 10 = 0.1
(629, ((('cue', (0.9453836489183067, 1.3767158251760363)), ('red', (0.29499758274582544, 0.4747294908659099)), ('blue', (0.6196223814512254, 1.3016447918919978)), ('yellow', (0.8922447185874854, 0.3642111733179506))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(609, ((('cue', (0.5188734983284022, 1.4479459765804255)), ('red', (0.5919367668894531, 1.8044621094249036)), ('yellow', (0.294728451914158, 0.522454783641072)), ('blue', (0.43414256791470174, 1.3032323916841928))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(3878, ((('cue', (0.9287545103612317, 1.755918080261032)), ('yellow', (0.35886302321015484, 1.3617466592682317)), ('blue', (0.788691682052116, 1.7212374429568402)), ('red', (0.43798523710641146, 1.8772119947849626))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(2463, ((('cue', (0.4820379967466579, 1.6033771396485252)), ('blue', (0.5273622912764034, 0.45274276081205944)), ('yellow', (0.2741473046968641, 0.37555926902163717)), ('red', (0.7888010078047717, 0.5102535295074023))), 'pot yellow ball into bottom_left pocket directly')), Success Rate: 10 / 10 = 1.0
(7381, ((('cue', (0.5552089410960455, 0.6998678636424527)), ('red', (0.6573108554766824, 0.7939989976616796)), ('yellow', (0.22388895015737556, 1.5563093280753315)), ('blue', (0.6419230857320887, 1.1225213497681663))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 8 / 10 = 0.8
(1748, ((('cue', (0.21679524840597603, 1.4553891283469544)), ('blue', (0.5601001472751983, 0.18421828041648367)), ('yellow', (0.3276769530817314, 0.10586221465659076)), ('red', (0.566521816143073, 0.9503804402226446))), 'pot blue ball into bottom_right pocket directly')), Success Rate: 3 / 10 = 0.3
(4814, ((('cue', (0.4436672314983392, 0.6981618939409258)), ('blue', (0.2630310098591373, 1.3522736266705437)), ('red', (0.7353227540779262, 0.9857908280307194)), ('yellow', (0.5963969913783155, 1.2161693836578835))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 5 / 10 = 0.5
(3615, ((('cue', (0.4679745769941126, 0.5368089483272905)), ('red', (0.24452558318967013, 1.6434972050970817)), ('blue', (0.8781188219054578, 0.5959450609893859)), ('yellow', (0.27842203602165544, 0.7558481869080282))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(11083, ((('cue', (0.13960749981242543, 0.15958395214436166)), ('red', (0.8603753859364023, 0.6337621042697571)), ('yellow', (0.5114991783200403, 1.7171575201798563)), ('blue', (0.6617771643274016, 1.354917325121051))), 'pot yellow ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(9668, ((('cue', (0.061942060325530776, 0.6946703045242784)), ('blue', (0.6096682320805411, 1.8401173689840746)), ('yellow', (0.19478794186175963, 0.6629072943927543)), ('red', (0.17872053390432915, 0.730706286123061))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(4212, ((('cue', (0.10146196300548685, 0.3705138801907205)), ('blue', (0.16689280146782529, 0.3603896271634026)), ('yellow', (0.3809244379184218, 1.899387485330166)), ('red', (0.04937449314440383, 1.7034387937702298))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 8 / 10 = 0.8
(6793, ((('cue', (0.8374478168169418, 1.2920483385921953)), ('yellow', (0.1567858346687645, 0.043769121355337275)), ('blue', (0.21520342507774348, 1.333051429567891)), ('red', (0.4998626041022368, 0.3497858455344276))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 6 / 10 = 0.6
(9342, ((('cue', (0.45934885712813067, 0.4508691450167466)), ('red', (0.047066551196215015, 0.7893974964336998)), ('yellow', (0.11460046467757798, 0.21050036807688588)), ('blue', (0.3257526095511276, 1.017624128845517))), 'pot blue ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(1490, ((('cue', (0.6486009250296482, 0.5003012719916602)), ('blue', (0.4302960788003495, 0.11814756737866228)), ('red', (0.5670576475153355, 0.35384693954944124)), ('yellow', (0.28506393990432477, 1.419909678992929))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(12957, ((('cue', (0.48373333129853757, 1.2062235947295306)), ('yellow', (0.8785600493540848, 0.7146240580371684)), ('red', (0.4604022195149925, 0.7888405487869464)), ('blue', (0.924212787011099, 1.8354816018106899))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
